year,uni,search term,sentence,tfidf value
2014,Singapore Management University|smu,Singapore polytechnic|singapore poly|sp,"Darkzi0n wrote:  bcos final gpa or o lvl scores might not be the onli factors they consider. other factors include wether u have taken certain subjects during o'lvl (such as Amath for ntu econs)... certain subjects or the poly course u were from may also be given different weightage for different courses. Cheeyarn, you may wish to take note of the above point^. This reason may prove to be true for some NTU courses. If you really wish to get into NTU, I suggest you re-take subjects you did badly/mediocre in your O'levels and try to score an A.cheeyarn wrote:  Hi, i have really no idea... it has bugging me for quite awhile. I took amaths and economics during my secondary and poly time respectively. I also applied for nus fass for the previous 2 years, but they rejected me too which i dunno why.  Could it be the reason that i am serving ns now? I kinda at a loss about what to do. I dont really wanna go SIM with my gpa! No! In fact, NS should be an advantage especially if you get into command school! (That is also considered a non-accademic achievement) Other awards like best soldier may help too! NS is the best time to talk about your experiences and what made you decide (forgive me if I sound too drama or cliche) on going into that dream course! NTU/NUS/SMU requires students to write more about themselves for the courses they require to get into/why and there is a portion for non-accademic achievements. Remember to fill that up! Don't think it is not important because there are many people with the same GPA as you, so how do they consider applicants? To see if they have any additional talents/achievements they can bring with them outside their GPA!!! I cannot stress this enough, especially if you are from a poly! Also, I feel you about not being able to get into a local university of my choice! I screwed up my admission to get into my several dream courses at various Local U's during the first year because I thought they only look at GPA, and hence I didn't really bother much with the interview/and did not fill my non-CCA achievements. I thought I would definitely secure a place butI was so FRIGGIN WRONG. I felt like I was going to die literally because I couldn't get into a Local U. It was awful because I worked so friggin hard in poly D': Fortunately, I managed to pull myself together and manage to not screw up the second time and got into a local U with a course of my choice  So, DONT GIVE UP BRO. Now that you are closer to ORD, find some time to improve yourself, hunt down your poly lecturer to write you that testimonial letter for your university admission as they will really help. You are a merit holder, I am sure you have worked hard for it and paid attention during leessons. Your lecturers 会给你面子 if you are sincere and ask nicely!   If all else fails, there is always a local university route outside of NTU/NUS and it can be even better than the two.. but I can't say here.. later people will think I am biased towards certain university...  Just request for a PM if you want more info!",12.260952695538853
2014,Singapore Management University|smu,Singapore polytechnic|singapore poly|sp,"silentears wrote:  give me the chance again i also wont go to nbs again  everyday u see ppl mug n mug until they die. the sch tell u because is 3 yr then have to squeeze in all the content inside the syllabus.  everything wanna cut corner by having elearning here self study there, knn i pay sch fee gam lan like that.  Give u an example biz law taught here is through streaming video and learn urself one through recorded videos and this happens throughout the whole module. Biz students need to pick their specialization in year 2, but is dependent on ur gpa and ur individual grade for certain subject to qualify u for certain specialization.  smlj fk is this?  u look at nus/smu -- u can choose whatever u are interested in. Quantitative subjects for my sch they go and outsource to ah tiong and ah neh lecturers who cant even speak for nuts.  U ask them something that u are not sure, they will talk one big round and call u go read textbook when u dont understand what they talking. pay sch fee gam lan like that (before u tell me uni is self learning, or what sh1t u just go and google in youtube and see how the lecturers teach first okay) business sch all is like memorising liao, everything just vomit out. where got application in real world? those who got $$ i rather u go overseas la seriously. anyway just take this with a pinch of salt NBS yr2/acc here. Not sure if you are really from NBS. People study yes, mug day and night no. Average AUs per sem is around 17, can't see why you complaining. Each mod at most have 1 week of Elearning. I took blaw before and I don't remember any streaming video whatsoever. Recorded lecture is made available only to aid students who miss / have doubt after the lectures. NUS cannot choose their specialisation as what they wish, CAP is still a consideration. So far the only subject I have trouble understanding the lecturer is stats, most prof are Singaporean and speak rather well. Also, I survive 80% of my modules without the textbooks, notes are generally sufficient. Lastly, I have more NUS friends regretting not coming NBS instead. I can say with certainty NUS acc is way more competitive.",11.978016749026123
2014,Singapore Management University|smu,Singapore polytechnic|singapore poly|sp,"tyr9292 wrote:  You mentioned that you will be doing Jap Studies in FASS, how about NTU? I think you shouldn't get too caught up with reputation right now, it is something that shouldn't take precedence over your interests and your desired career - mainly because it isn't as important as you think it is. I've a senior, an IP student from one of the top JCs who scored straight B's for his A levels did not get called for an interview for his 1st nor 2nd choice at SMU. Fella decided to go to SIM to pursue his studies in a similar field and is earning quite a lot working as a trader for a fund now.  There are a lot of ways you can monetize your degree - as long as you are doing what you want to do you will think of ways to do so. If you're going to do Jap studies but you're interested in Finance, then do take some finance mods if that is possible, join a finance CCA, take up CFA, participate in competitions, write a paper on Japan and show your employer that you are well versed with Jap culture and at the same time highly passionate (and active) in the finance side of things - you will be an amazing hire for a company looking to expand into / their operations in Japan.  It is important for us not to get caught up with the rankings. I cannot stress this enough - at the end of the day, it is who you are, what you've done and how you're working towards your goals that matter, not the reputation of your University.  Just to share: the decision for me was simple back then - I've sorted out my interests, understood what I needed to do... so I picked the one that's closest to where I live  And my parents are both members of KRGH so that made the choice even more obvious! Thanks for the great advice!  I am offered to do Linguistics in NTU, and it's a more attractive offer now especially since I am offered a scholarship there. The truth is, I love languages, and I'm obsessed with Japanese as well. Been learning the language since P5, over 9 years liao. Been exposed to the culture since I was born, so I am very influenced and in love with it. But still, I don't really see the point in doing Japanese Studies.  I am a Tourism/Business student in NP, so I have both business and hospitality backgrounds to fall upon. I am thinking of being a translator/interpreter, but doing Jap Studies would be pointless since I can't just concentrate on just one language. Being an Eng teacher in Japan would be nice as well, and that would require linguistics studies... The worst thing is, both degrees have one of the lowest starting salary among all the degrees, am now hesitating on whether to appeal to NBS instead... :/ cGPA: ard 3.82 O level: L1R5=4, L1R4=6",11.462163076580413
2014,Singapore Management University|smu,Singapore polytechnic|singapore poly|sp,"duelking wrote:  Hey! Congrats on being shortlisted for SMU SIS interview! First and foremost, you can find numerous blogs and forums with information about the interview. That aside, I've just went for the interview on 9th April and have just received an acceptance email today. So I will be actually telling you what to expect for the interview but it may differ. Firstly, it is a group interview which  consists of 2 interviewers (professors) and 6 interviewees including you. Upon arrival, you will be led to a room by current SIS student volunteers where they will brief you through the interview progress. You will then be given 15 minutes to complete a form whereby you have to state specific examples of certain characteristics and traits (eg. Leadership, curiosity etc). On the same form you have to list down 3 questions you wanna ask the professors. Another 15 minutes will be given to you to design (sketch on a black paper) a Web page depending on the case study. Once completed, you will be led to another room where the interviewers will already be seated. One by one, you have to present your design to everybody. Do expect some questions to be asked by the professors pertaining to your design.  Next comes the famous SMU estimation question and you have 4 minutes to write down your answer on a piece of paper. The question I received was, "How many A4 sized papers are used for exam questions in SMU per semester." They do not care about your final answer but are more concern on your thought process. So make realistic and sound assumptions before arriving to your final answer. The professors may ask the origin of your assumption. So make sure you know how to explain. Lastly, the interview will end of with a Q&A session whereby questions you have listed on earlier will be answered. Do not list down questions which can be easily found on SMU's website.  Be confident and show your passion towards IS while presenting your ideas. SMU SIS looks for students who are able to analyse problems fast with critical thinking skills. As long as you make an effort to prepare for the interview, you have won half of the battle. With that,  I wish you all the best for the interview Hi, went for the same interview on 18th of March(think maybe first batch), but until now still no news lol? does it mean I will be rejected bro??",11.088508992548453
2014,Singapore Management University|smu,Singapore polytechnic|singapore poly|sp,"soulblader_86 wrote:  hi, today I morning I received a call from SMU, that I am being selected go for SMU interview for BSc(IS Management) Programme  I am from NP IT course, GPA 3.62 Can I know what to expected when I go for interview? how is it like? any one went for the interview already? Hey! Congrats on being shortlisted for SMU SIS interview! First and foremost, you can find numerous blogs and forums with information about the interview. That aside, I've just went for the interview on 9th April and have just received an acceptance email today. So I will be actually telling you what to expect for the interview but it may differ. Firstly, it is a group interview which  consists of 2 interviewers (professors) and 6 interviewees including you. Upon arrival, you will be led to a room by current SIS student volunteers where they will brief you through the interview progress. You will then be given 15 minutes to complete a form whereby you have to state specific examples of certain characteristics and traits (eg. Leadership, curiosity etc). On the same form you have to list down 3 questions you wanna ask the professors. Another 15 minutes will be given to you to design (sketch on a black paper) a Web page depending on the case study. Once completed, you will be led to another room where the interviewers will already be seated. One by one, you have to present your design to everybody. Do expect some questions to be asked by the professors pertaining to your design.  Next comes the famous SMU estimation question and you have 4 minutes to write down your answer on a piece of paper. The question I received was, "How many A4 sized papers are used for exam questions in SMU per semester." They do not care about your final answer but are more concern on your thought process. So make realistic and sound assumptions before arriving to your final answer. The professors may ask the origin of your assumption. So make sure you know how to explain. Lastly, the interview will end of with a Q&A session whereby questions you have listed on earlier will be answered. Do not list down questions which can be easily found on SMU's website.  Be confident and show your passion towards IS while presenting your ideas. SMU SIS looks for students who are able to analyse problems fast with critical thinking skills. As long as you make an effort to prepare for the interview, you have won half of the battle. With that,  I wish you all the best for the interview",11.052727823696491
2014,Singapore Management University|smu,Singapore polytechnic|singapore poly|sp,"duelking wrote:  Hey! Congrats on being shortlisted for SMU SIS interview! First and foremost, you can find numerous blogs and forums with information about the interview. That aside, I've just went for the interview on 9th April and have just received an acceptance email today. So I will be actually telling you what to expect for the interview but it may differ. Firstly, it is a group interview which  consists of 2 interviewers (professors) and 6 interviewees including you. Upon arrival, you will be led to a room by current SIS student volunteers where they will brief you through the interview progress. You will then be given 15 minutes to complete a form whereby you have to state specific examples of certain characteristics and traits (eg. Leadership, curiosity etc). On the same form you have to list down 3 questions you wanna ask the professors. Another 15 minutes will be given to you to design (sketch on a black paper) a Web page depending on the case study. Once completed, you will be led to another room where the interviewers will already be seated. One by one, you have to present your design to everybody. Do expect some questions to be asked by the professors pertaining to your design.  Next comes the famous SMU estimation question and you have 4 minutes to write down your answer on a piece of paper. The question I received was, "How many A4 sized papers are used for exam questions in SMU per semester." They do not care about your final answer but are more concern on your thought process. So make realistic and sound assumptions before arriving to your final answer. The professors may ask the origin of your assumption. So make sure you know how to explain. Lastly, the interview will end of with a Q&A session whereby questions you have listed on earlier will be answered. Do not list down questions which can be easily found on SMU's website.  Be confident and show your passion towards IS while presenting your ideas. SMU SIS looks for students who are able to analyse problems fast with critical thinking skills. As long as you make an effort to prepare for the interview, you have won half of the battle. With that,  I wish you all the best for the interview Thanks for the tips, I still considering shld I go for the interview or not, cos I already receive offer from SIT",10.999378328311517
2014,Singapore Management University|smu,Singapore polytechnic|singapore poly|sp,"duelking wrote:  Hey! Congrats on being shortlisted for SMU SIS interview! First and foremost, you can find numerous blogs and forums with information about the interview. That aside, I've just went for the interview on 9th April and have just received an acceptance email today. So I will be actually telling you what to expect for the interview but it may differ. Firstly, it is a group interview which  consists of 2 interviewers (professors) and 6 interviewees including you. Upon arrival, you will be led to a room by current SIS student volunteers where they will brief you through the interview progress. You will then be given 15 minutes to complete a form whereby you have to state specific examples of certain characteristics and traits (eg. Leadership, curiosity etc). On the same form you have to list down 3 questions you wanna ask the professors. Another 15 minutes will be given to you to design (sketch on a black paper) a Web page depending on the case study. Once completed, you will be led to another room where the interviewers will already be seated. One by one, you have to present your design to everybody. Do expect some questions to be asked by the professors pertaining to your design.  Next comes the famous SMU estimation question and you have 4 minutes to write down your answer on a piece of paper. The question I received was, "How many A4 sized papers are used for exam questions in SMU per semester." They do not care about your final answer but are more concern on your thought process. So make realistic and sound assumptions before arriving to your final answer. The professors may ask the origin of your assumption. So make sure you know how to explain. Lastly, the interview will end of with a Q&A session whereby questions you have listed on earlier will be answered. Do not list down questions which can be easily found on SMU's website.  Be confident and show your passion towards IS while presenting your ideas. SMU SIS looks for students who are able to analyse problems fast with critical thinking skills. As long as you make an effort to prepare for the interview, you have won half of the battle. With that,  I wish you all the best for the interview I went for the same interview, but was invited for the early admission one.  I did not have to do this part, even though I would have loved it",10.926615751862183
2014,Singapore Management University|smu,Singapore polytechnic|singapore poly|sp,"duelking wrote:  Hey! Congrats on being shortlisted for SMU SIS interview! First and foremost, you can find numerous blogs and forums with information about the interview. That aside, I've just went for the interview on 9th April and have just received an acceptance email today. So I will be actually telling you what to expect for the interview but it may differ. Firstly, it is a group interview which  consists of 2 interviewers (professors) and 6 interviewees including you. Upon arrival, you will be led to a room by current SIS student volunteers where they will brief you through the interview progress. You will then be given 15 minutes to complete a form whereby you have to state specific examples of certain characteristics and traits (eg. Leadership, curiosity etc). On the same form you have to list down 3 questions you wanna ask the professors. Another 15 minutes will be given to you to design (sketch on a black paper) a Web page depending on the case study. Once completed, you will be led to another room where the interviewers will already be seated. One by one, you have to present your design to everybody. Do expect some questions to be asked by the professors pertaining to your design.  Next comes the famous SMU estimation question and you have 4 minutes to write down your answer on a piece of paper. The question I received was, "How many A4 sized papers are used for exam questions in SMU per semester." They do not care about your final answer but are more concern on your thought process. So make realistic and sound assumptions before arriving to your final answer. The professors may ask the origin of your assumption. So make sure you know how to explain. Lastly, the interview will end of with a Q&A session whereby questions you have listed on earlier will be answered. Do not list down questions which can be easily found on SMU's website.  Be confident and show your passion towards IS while presenting your ideas. SMU SIS looks for students who are able to analyse problems fast with critical thinking skills. As long as you make an effort to prepare for the interview, you have won half of the battle. With that,  I wish you all the best for the interview what is the 3 questions u asked the professor?",10.605982726331778
2014,Singapore Management University|smu,Singapore polytechnic|singapore poly|sp,"Weaboo wrote:  Wait, don't even need high gpa... just go for the interview sure get in lovedoctor wrote:  I don't think so.. My sister from JC has a friend who scored all A's but got rejected by SMU because he flunked the interview. The uni is known to reject top graduates from RI/Hwa Chung (Kind of dumb to do so) but yeah.. not everyone who gets the interview will be able to get in. I would like to share my personal experience on my first group interview/test in 2013 admissions. Back than, there was a huge volume being interviewed for the students who applied for the course, and I was put in a relatively bigger than average group. It was really competitive and at every point in time, there would be people fighting for airtime. Sad to say, I screwed up for my first interview as I didn't~ really create a first good impression. Based on what I hear from my other friends and personal experience, the first interview you have with SMU (E.G of a total of 15-20 students attending the group interview) only 2-5 will be deemed "good enough" to pass If you recall in 2013 admissions, there was one news article headline "7000 shortlisted students and SMU will interview them all". However, if you look at the placing offered for the 2013, only 1933 out of the 7000 students were lucky enough to gain entry. That means that 27.61% of the shortlisted candidates managed to pass the interview, and succeeded in vying a spot in SMU against their poly/JC peers So, no. Getting shortlisted for the interview does not mean you definitely get a spot xD I learnt that the hard and painful way. a&w_rootbeerz wrote:  That's why. Really funny that guy. And seriously that day's saga is damn hilarious. Yea... I think one guy exposed his Facebook and forced him to apologize roflmao.   I think I rmb seeing you here last year on this forum. hai thur ",10.591838402312058
2014,Singapore Management University|smu,Singapore polytechnic|singapore poly|sp,"silentears wrote:  give me the chance again i also wont go to nbs again  everyday u see ppl mug n mug until they die. the sch tell u because is 3 yr then have to squeeze in all the content inside the syllabus.  everything wanna cut corner by having elearning here self study there, knn i pay sch fee gam lan like that.  Give u an example biz law taught here is through streaming video and learn urself one through recorded videos and this happens throughout the whole module. Biz students need to pick their specialization in year 2, but is dependent on ur gpa and ur individual grade for certain subject to qualify u for certain specialization.  smlj fk is this?  u look at nus/smu -- u can choose whatever u are interested in. Quantitative subjects for my sch they go and outsource to ah tiong and ah neh lecturers who cant even speak for nuts.  U ask them something that u are not sure, they will talk one big round and call u go read textbook when u dont understand what they talking. pay sch fee gam lan like that (before u tell me uni is self learning, or what sh1t u just go and google in youtube and see how the lecturers teach first okay) business sch all is like memorising liao, everything just vomit out. where got application in real world? those who got $$ i rather u go overseas la seriously. anyway just take this with a pinch of salt Wa Don't make NBS sound so bad la! The mugging culture here cant he helped... its what happens naturally when hundreds of straight As students gather. How's the current semester ? Better than last right ?",10.415769566510582
2014,Singapore Management University|smu,ngee ann polytechnic|ngee ann poly|np,"tyr9292 wrote:  You mentioned that you will be doing Jap Studies in FASS, how about NTU? I think you shouldn't get too caught up with reputation right now, it is something that shouldn't take precedence over your interests and your desired career - mainly because it isn't as important as you think it is. I've a senior, an IP student from one of the top JCs who scored straight B's for his A levels did not get called for an interview for his 1st nor 2nd choice at SMU. Fella decided to go to SIM to pursue his studies in a similar field and is earning quite a lot working as a trader for a fund now.  There are a lot of ways you can monetize your degree - as long as you are doing what you want to do you will think of ways to do so. If you're going to do Jap studies but you're interested in Finance, then do take some finance mods if that is possible, join a finance CCA, take up CFA, participate in competitions, write a paper on Japan and show your employer that you are well versed with Jap culture and at the same time highly passionate (and active) in the finance side of things - you will be an amazing hire for a company looking to expand into / their operations in Japan.  It is important for us not to get caught up with the rankings. I cannot stress this enough - at the end of the day, it is who you are, what you've done and how you're working towards your goals that matter, not the reputation of your University.  Just to share: the decision for me was simple back then - I've sorted out my interests, understood what I needed to do... so I picked the one that's closest to where I live  And my parents are both members of KRGH so that made the choice even more obvious! Thanks for the great advice!  I am offered to do Linguistics in NTU, and it's a more attractive offer now especially since I am offered a scholarship there. The truth is, I love languages, and I'm obsessed with Japanese as well. Been learning the language since P5, over 9 years liao. Been exposed to the culture since I was born, so I am very influenced and in love with it. But still, I don't really see the point in doing Japanese Studies.  I am a Tourism/Business student in NP, so I have both business and hospitality backgrounds to fall upon. I am thinking of being a translator/interpreter, but doing Jap Studies would be pointless since I can't just concentrate on just one language. Being an Eng teacher in Japan would be nice as well, and that would require linguistics studies... The worst thing is, both degrees have one of the lowest starting salary among all the degrees, am now hesitating on whether to appeal to NBS instead... :/ cGPA: ard 3.82 O level: L1R5=4, L1R4=6",11.732312088005967
2014,Singapore Management University|smu,ngee ann polytechnic|ngee ann poly|np,"soulblader_86 wrote:  hi, today I morning I received a call from SMU, that I am being selected go for SMU interview for BSc(IS Management) Programme  I am from NP IT course, GPA 3.62 Can I know what to expected when I go for interview? how is it like? any one went for the interview already? Hey! Congrats on being shortlisted for SMU SIS interview! First and foremost, you can find numerous blogs and forums with information about the interview. That aside, I've just went for the interview on 9th April and have just received an acceptance email today. So I will be actually telling you what to expect for the interview but it may differ. Firstly, it is a group interview which  consists of 2 interviewers (professors) and 6 interviewees including you. Upon arrival, you will be led to a room by current SIS student volunteers where they will brief you through the interview progress. You will then be given 15 minutes to complete a form whereby you have to state specific examples of certain characteristics and traits (eg. Leadership, curiosity etc). On the same form you have to list down 3 questions you wanna ask the professors. Another 15 minutes will be given to you to design (sketch on a black paper) a Web page depending on the case study. Once completed, you will be led to another room where the interviewers will already be seated. One by one, you have to present your design to everybody. Do expect some questions to be asked by the professors pertaining to your design.  Next comes the famous SMU estimation question and you have 4 minutes to write down your answer on a piece of paper. The question I received was, "How many A4 sized papers are used for exam questions in SMU per semester." They do not care about your final answer but are more concern on your thought process. So make realistic and sound assumptions before arriving to your final answer. The professors may ask the origin of your assumption. So make sure you know how to explain. Lastly, the interview will end of with a Q&A session whereby questions you have listed on earlier will be answered. Do not list down questions which can be easily found on SMU's website.  Be confident and show your passion towards IS while presenting your ideas. SMU SIS looks for students who are able to analyse problems fast with critical thinking skills. As long as you make an effort to prepare for the interview, you have won half of the battle. With that,  I wish you all the best for the interview",10.662897756711926
2014,Singapore Management University|smu,ngee ann polytechnic|ngee ann poly|np,"rorodawnchorus wrote:  Well... sounds like I'm pretty much screwed. I got ACCE (Soc/ Law/ E. Lit/ Econs). I submitted my first year's first term results too; I'm not sure if that would actually help with my application or that it would be more detrimental. It isn't that I'm not coping well academically but more of a personal issue, thus my decision to apply to Singapore.  What then would you say my chances are with an appeal? And also that apparently there is a 2nd window offer by SMU? How does that work? (Thanks for the reply) No offense, but your chances are zero. Grades are not up to par. And you chose small and relatively popular courses. Humanities/SS courses are gaining a following here. If you were inclined towards engineering, your chances would've been at least a little better, but I doubt you'd still get in with those grades, once again, no offense meant. That said, you can still appeal and try your luck. But don't get your hopes up. Not a 2nd window but more like just a second batch. Offers come in batches. Usually applicants get 2-3 offers between NUS/NTU/SMU/SUTD. So once a person confirms a place, it leaves the other unpicked place empty and then it is given to another applicant who is on the waiting list or to a person who appeals. There is no need to apply a second time.  If you are quite desperate to get into Singapore, the only chance would be to re-sit for the A-levels, or take the SAT. But once again, close to perfect grades will be required. Your first term results won't make much of a difference IMO, won't improve or be detrimental to the situation. The universities here are not too keen on transfers. Even between NUS/NTU/SMU themselves, transfers are very hard to come by. They'd rather a person applies as a new applicant and starts afresh. And because they are unable to look into the grading criteria of another institute, they are unable to completely judge a person by their term-by-term university results.",10.373858530168052
2014,Singapore Management University|smu,ngee ann polytechnic|ngee ann poly|np,"Havok_ex wrote:  No offense, but your chances are zero. Grades are not up to par. And you chose small and relatively popular courses. Humanities/SS courses are gaining a following here. If you were inclined towards engineering, your chances would've been at least a little better, but I doubt you'd still get in with those grades, once again, no offense meant. That said, you can still appeal and try your luck. But don't get your hopes up. Not a 2nd window but more like just a second batch. Offers come in batches. Usually applicants get 2-3 offers between NUS/NTU/SMU/SUTD. So once a person confirms a place, it leaves the other unpicked place empty and then it is given to another applicant who is on the waiting list or to a person who appeals. There is no need to apply a second time.  If you are quite desperate to get into Singapore, the only chance would be to re-sit for the A-levels, or take the SAT. But once again, close to perfect grades will be required. Your first term results won't make much of a difference IMO, won't improve or be detrimental to the situation. The universities here are not too keen on transfers. Even between NUS/NTU/SMU themselves, transfers are very hard to come by. They'd rather a person applies as a new applicant and starts afresh. And because they are unable to look into the grading criteria of another institute, they are unable to completely judge a person by their term-by-term university results. Right. No offense taken. I've had this coming anyway and I know that the chances of getting in is close to zero. Just thought I could try anyway.  So for SMU, I'll have to wait until they send me some form of reply? Is it in the form of a letter and not email? (or perhaps both?)  How then does the appeal system work?",9.937262146956398
