year,search term,sentence,score
2015,scholarship|awards,"How Singapore's six public universities differ Published in ST on 3 March 2015http://www.straitstimes.com/singapor...rsities-differ With six public universities, students now have a diverse range of degrees to choose from. To attract the best students, the universities are striving to be different - in their programmes, tuition fees, student and faculty mix, accommodation options, financial help and overseas opportunities. Calvin Yang looks at the options offered. FULL-TIME DEGREE PROGRAMMES National University of Singapore (NUS): It has more than 50 full-time degrees, with exclusive ones such as those in dentistry, music and pharmacy. Nanyang Technological University (NTU): It has more than 50 degrees, with niche programmes such as communication studies, and sport science and management. Singapore Management University (SMU): It offers seven full-time programmes such as accountancy, law, information systems management and an SUTD-SMU dual degree programme in technology and management, launched last year. Singapore University of Technology and Design (SUTD): Its five degrees include architecture and sustainable design, engineering product development, engineering systems and design, and information systems technology and design. Singapore Institute of Technology (SIT): Catering mainly to polytechnic graduates, the university has 36 programmes - some offered by reputable partner universities and others run solely by SIT. The programmes include culinary arts management, criminology and security, game design and naval architecture. SIM University (UniSIM): The university synonymous with part-time degrees recently started offering full-time programmes in accountancy, finance and marketing. It will introduce a fourth full-time degree in human resource management this year. TUITION FEES These are for Singaporean students admitted in the academic year 2014/2015, except for UniSIM undergraduates. NUS: Annual tuition fees range between $7,850 - for courses like computing, engineering, and arts and social sciences - and $24,200 for medicine and dentistry. NTU: Fees are between $7,850 for most programmes, and $31,500 for medical students. SMU: Undergraduates who started last August are paying $11,100 per year, except for law students, who are paying $12,300. SUTD: An education at the university costs $11,650 per year. SIT: Annual fees range from $10,100 to $15,300. UniSIM: This year's accountancy students will pay about $33,000 for the entire degree programme, while students from other programmes will pay about $31,000. FINANCIAL HELP NUS: It has a wide range of scholarships and financial aid available. Over the past five years, it has seen a two-fold increase in students receiving scholarships, from about 800 in 2009 to 1,650 in 2013. There was a 60 per cent increase in the number of students receiving bursaries over the same period. NTU: For the new academic year that starts in August, it will be providing about 500 full-term scholarships, namely the Nanyang Scholarship and College Scholarship. Singaporean students interested in taking up a bursary each will receive assistance as long as their household per capita income is $1,900 or less per month. SMU: It has a comprehensive range of financial schemes. For scholarships, about 60 per cent of those who apply have been successful in securing a scholarship supported by the university or its donors. SUTD: It offers 173 scholarships and 43 bursaries, excluding government ones. SIT: More than 10 per cent of students are on scholarships or sponsorships by their employers or prospective employers. UniSIM: About a dozen scholarships, such as the SIM University Scholarship, and bursaries, such as the Ministry of Education Bursary, are available to students. STUDENT RESIDENCES NUS: The six halls of residence, four student residences and five residential colleges offer about 11,000 places in all for full-time students. A one-week stay in a typical single, non-air-conditioned room costs between $110 and $130. NTU: Its 18 residential halls house more than 10,400 undergraduates. Rental fees range from $225 to $280 monthly for a twin-sharing room. SMU: It does not have any student residences for local students. SUTD: It has three student housing blocks with a capacity of around 1,100 beds. Depending on the room type, an undergraduate typically pays around $350 to $480 per month. SIT: It does not offer any student residences. UniSIM: It does not have any student accommodation. OVERSEAS EXPOSURE NUS: About 70 per cent of undergraduates have at least an overseas exposure stint, such as summer school or internships. NTU: Some 80 per cent of students get some form of overseas exposure, such as taking classes at a partner university overseas. SMU: About 86 per cent of students have some form of overseas exposure, mainly through student exchange programmes. SUTD: Nearly 60 per cent of undergraduates have overseas experience. SIT: All students taking programmes offered by its partner universities abroad must go for an Overseas Immersion Programme as part of the curriculum. They spend between three and 17 weeks at the home campus of the university. Also, nearly all undergraduates doing SIT's own programmes have gone on study trips and work-study initiatives overseas. UniSIM: Its full-time students must go for an overseas stint during their studies. Currently, they have not started their stints, which may include a work attachment programme or a service learning project.",11.495584768859912
2015,scholarship|awards,"Before my brother study in NUS, we are discussing about double degree for him. Now even if he have meet the requirement for double degree such as GPA in NUS, he do not even wish to apply for it. Why? Cause time is precious & comparative in his cohort. FluffyEagle wrote:  Hello everyone, thanks for the informative replies!  Yup, I plan to apply for some of the scholarships via this process also. I have actually heard of people receiving early unconditional offers from SMU though, not sure about the details... I'm quite sure about the Accountancy part of my degree, but am not sure if I should do a Single Degree in Accountancy or a DDP (for NTU/SMU, btw, since I understand that NUS offers a BBA (Acc) instead). Certainly the Single Degree saves about 0.5-1 year, but the opportunity cost of that doesn't seem that significant to me, especially if I can gain some extra expertise. I'm quite sure that I can cope with the workload also.  Would an extra Business degree offer significantly more flexibility? Right now, I'm thinking of becoming a forensic accountant, but of course that may change and I'd like to keep my options open -- maybe I'll go into banking/management-type jobs if I find them interesting. Does anyone have any insight about which type of degree I should choose? ",8.44509406127618
2015,scholarship|awards,"Hello everyone, thanks for the informative replies!  Yup, I plan to apply for some of the scholarships via this process also. I have actually heard of people receiving early unconditional offers from SMU though, not sure about the details... I'm quite sure about the Accountancy part of my degree, but am not sure if I should do a Single Degree in Accountancy or a DDP (for NTU/SMU, btw, since I understand that NUS offers a BBA (Acc) instead). Certainly the Single Degree saves about 0.5-1 year, but the opportunity cost of that doesn't seem that significant to me, especially if I can gain some extra expertise. I'm quite sure that I can cope with the workload also.  Would an extra Business degree offer significantly more flexibility? Right now, I'm thinking of becoming a forensic accountant, but of course that may change and I'd like to keep my options open -- maybe I'll go into banking/management-type jobs if I find them interesting. Does anyone have any insight about which type of degree I should choose? ",7.933669221522865
2015,scholarship|awards,"FluffyEagle wrote:  Hello, J2 student here! I got an email from NTU and NUS about their Early Admissions and Scholarship exercise...can any folks who have been through this tell me more about what to expect? I'm supposed to apply using my Prelim Results only. What kinds of offers will they give out, and will SMU have something similar?  I plan on applying for Acc/Biz btw! Just apply IF you are sure in doing accounting and biz. If not, I would recommend you to hop around the open houses next year to find out more on what you like. Please dont have the idea that biz/acc is all glitz and 100% job secure. This may be true in the past decade and maybe SOME relevance today, but by the time you grad, it's probably not the case anymore. People with technical skills will be more valued next time.  - Coming from a soon to be biz graduate.",7.641700378464592
2015,scholarship|awards,"Hi. Anyone got their offer for NUS ASEAN scholarship dy?  I went  to the interview in mid  April but still no news of the outcome. I've heard from some seniors that the outcomes will be released in batches by June. And this lead to my next question, for seniors who were noticed successful of the scholarship application in JUNE of previous years, around when did you hear from nus? As in early June, mid or end June?   Also, the scholarship focuses more on Academic merit, CCA or performance at the interview?",5.742324278322172
2015,scholarship|awards,MoxLotus wrote:  LOL the scholarship interview wont end so early ... usually around late june to july. and varies from company to company. the ceremony is in late august. Haha u applied too? I went for final round d of interview last wk and hasn't heard any news since then. I think most company would have started their interviews. My friends who applied for other companies are also at final round as well.,5.3394883712819095
2015,scholarship|awards,bubblesaurr wrote:  Hi. Has anyone being awarded the sgis scholarship? LOL the scholarship interview wont end so early ... usually around late june to july. and varies from company to company. the ceremony is in late august.,4.33755444453391
2016,scholarship|awards,"razorlala wrote:  read text in red razorlala wrote: source?dont gimme another 2011 stats again plz. and since both nus n ntu choose to hide their population stats, im taking the stats from THE.To be honest, I have no idea where you pluck the stats from THE, care to enlighten and link us.razorlala wrote: to me, dumping ground=useless degree, way too many supply to meet demands. hence, employment rates would be an accurate measure. considering the fact that FASS/HSS are the faculties with the largest population in their respective unis, and the fact that so little manage to secure a full time job after graduation goes to show those degrees are less useful(aka useless).  if that doesnt justify FASS and HSS being dumping grounds for uni to dilute the foreigner population, i dont know what is. courses from these faculty requiring least equipment, all pay same school fees, most no of students. if those courses arent setup for the unis to expand their fundings by giving useless degrees, i dont know what else to call it liao.  hence, mind u, these arts degree bachelors are mostly able to get parttime jobs, but failing to get fulltime jobs. the same can be said about other degrees. ppl can go for further education aft their bachelor, research, blah blah. so wat u mentioned is hardly relevant.Point taken. We just simply see this dumping ground situation differently. I won't discredit your own personal experience on this matter.razorlala wrote: WA SIAL LA!! ASK THEM STAY HERE WORK RATHER THAN GO BACK TO THEIR SH!THOLE SIBEH 委屈THEM SIAL.  ever wondered y the ones here are mostly from sh!tholes like indog,curryland,tiongland,etc? they are obviously here to leech the welfare build by sinkies.  back to topic, mind u, companies dont have to file for cpf for foreigners. hence the higher income tax(i dont even know if foreigners actually pay higher income taxes, taking ur word for it, shall ask my accountant when im free).  anw, its so much more convenient n cost-savy to hire foreigners. damn shiok, dunnid file their cpf. just put whole family name in as workers then can song song hire all msians. extremely disposable also. cause these jiuhu kia require company to apply for them EP, local dip holder expect 2k a mth, they can push as low as 1.6 1.5k also diam diam.That is an angry post against international students. I sympathise with you that perhaps you were taken advantage of by some of the black sheep foreigners previously, thus this anger. Point taken also on the ugly side on the foreigners hiring process. My own opinion for a company to be sustainable in a long term, it is important to strive for a strong singaporean core and strong economic linkage. To deviate, the skills i find seriously lacking in some candidates today are multicultural literacy and global awareness, as well as the ability to work with people uniquely different from them. It is a very saddening case in recent times, I think it is partly in the failure of the education system to inculcate it and other personal factors. razorlala wrote: many of those sinkies are either buaykan parents got $ send them overseas, or are on scholarship. which reminds me, of the many scholarships offered for singapore, half are meant ONLY for foreigners. the other half got afew meant for locals n the rest for all to fight(thats like 2~3yrs back tho, not sure now) and mind enlightening me what grants other COUNTRIES are offering for foreigners to study in their country? many scholarships offered by priv companies are given to candidates whose parents are related to the company(eg biz partners, etc), often just to boost their portfolioYou may want to update yourself with the wide selection of scholarships available on BrightSparks for singaporeans. You can find out about the funding available for international students (including singaporeans) on overseas universities' website.http://brightsparks.com.sg/ Point taken on the private sponsorship of candidates based on relationship.",15.6536846491731
2016,scholarship|awards,"intime wrote:  Undergraduate intake for international students are more or less 20% And they are moving towards reducing international students intake to 15% in the future, in concurrent with another movement to incrementally increase the local intake towards 40% of the cohort. If you are talking about the population of international students at any given time, then it is definitely more than 20%, due to the movement of students globally across universities.source?dont gimme another 2011 stats again plz. and since both nus n ntu choose to hide their population stats, im taking the stats from THE There are no dumping grounds in our universities, each faculties have their own industry and merits. But of course, if these faculties don't innovate with the times and keep a close relationship with the industry players, they will be left behind. Your use of the employment rates to determine dumping ground is flawed, there is a difference in the future prospects and individual choices between professional degrees and academic degrees.  There will be a percentage of students from these academic degrees moving on to post-graduate programmes to deepen their knowledge and research in their respective fields, some will also move on to NIE or IAL, so they may teach or formulate curriculum at a higher level, beyond primary and secondary.to me, dumping ground=useless degree, way too many supply to meet demands. hence, employment rates would be an accurate measure. considering the fact that FASS/HSS are the faculties with the largest population in their respective unis, and the fact that so little manage to secure a full time job after graduation goes to show those degrees are less useful(aka useless).  if that doesnt justify FASS and HSS being dumping grounds for uni to dilute the foreigner population, i dont know what is. courses from these faculty requiring least equipment, all pay same school fees, most no of students. if those courses arent setup for the unis to expand their fundings by giving useless degrees, i dont know what else to call it liao.  hence, mind u, these arts degree bachelors are mostly able to get parttime jobs, but failing to get fulltime jobs. the same can be said about other degrees. ppl can go for further education aft their bachelor, research, blah blah. so wat u mentioned is hardly relevant.   Some international students may apply for MOE tuition grants, in return these students will have to work in a singapore company and contribute to our economy. These students working as foreigners will also be paying higher taxes than locals, which in turn translates into money to spend in national programmes. And providing Education is one of the ways, Singapore build her soft power globally.WA SIAL LA!! ASK THEM STAY HERE WORK RATHER THAN GO BACK TO THEIR SH!THOLE SIBEH 委屈THEM SIAL.  ever wondered y the ones here are mostly from sh!tholes like indog,curryland,tiongland,etc? they are obviously here to leech the welfare build by sinkies.  back to topic, mind u, companies dont have to file for cpf for foreigners. hence the higher income tax(i dont even know if foreigners actually pay higher income taxes, taking ur word for it, shall ask my accountant when im free).  anw, its so much more convenient n cost-savy to hire foreigners. damn shiok, dunnid file their cpf. just put whole family name in as workers then can song song hire all msians. extremely disposable also. cause these jiuhu kia require company to apply for them EP, local dip holder expect 2k a mth, they can push as low as 1.6 1.5k also diam diam. You may wish to update yourself with what is happening globally, many foreign countries, universities and companies are providing grants, bursaries, scholarships, fellowships to prospective students globally to study in their country, which includes many sinkies whom have benefited from such programmes.many of those sinkies are either buaykan parents got $ send them overseas, or are on scholarship. which reminds me, of the many scholarships offered for singapore, half are meant ONLY for foreigners. the other half got afew meant for locals n the rest for all to fight(thats like 2~3yrs back tho, not sure now) and mind enlightening me what grants other COUNTRIES are offering for foreigners to study in their country? many scholarships offered by priv companies are given to candidates whose parents are related to the company(eg biz partners, etc), often just to boost their portfolioread text in red",15.105913269425896
2016,scholarship|awards,"razorlala wrote:  1. LOL fkin retard. using 2011's stats. u really suck at googling. u wont make it very far in uni. and as i said, nus has choose to hide its population stats aft an uproar not too long ago. NTU in 2014 has about 40% international students and 60% locals+PR. for 2015, its at 33% international students. 2. so you are looking at grades to determine which faculty is dumping ground for locals? face it, jc nerds DONT WANT to take engineering. if they had wanted to take engineering, they wouldve taken the poly route. only dumbfk buaykan jc ginnas take engineering.  poly 3 years, get diploma, uni 3years with many exemption jc 2 years, get useless a lvl cert, uni 4 years and no exemption now, try to stop being a smartalec and look at the stats. for NUS, ALL of FASS courses, including environmental studies(half fass, half science) has its graduates securing a full time employment below 80%. the other faculties has their full time employment rates average above 85%.https://www.moe.gov.sg/docs/default-.../files/nus.pdf and for NTU, with nearly triple the number of courses offered in their HSS, NONE OF THEM HAS FULL TIME EMPLOYMENT ABOVE 80%.https://www.moe.gov.sg/docs/default-.../files/ntu.pdf for FASS to be the highest population faculty, highest concentration of locals, and yet offering only 3 courses, and also, the lowest full time employment for graduates. if you do not call that a DUMPING GROUND, you are really one big stupid fk. 3. walan eh, you go bang wall better la. you cite a 2011 source and apply it to current context. smh.  and if you havent notice, im talking about my experience as admin in nus. and u want to disagree with my observations? dafuq? are u stupid? are you even currently in uni? if ur not, kindly, please, just fk off.  4. once again, jc nerds DONT WANT to take engineering. if u wanna compare, compare with poly GPA. which fyi, requires minimally 3.5gpa for the lowest cop engineering in ntu. 5. i did not say singaporeans are not recipients, nor did i deliberately leave it out. i pointed out that foreigners get FREE 20K for studying here. TELL ME, WHICH FKING UNI IN THIS WORLD GIVES MONEY TO FOREIGNERS FOR STUDYING IN THEIR COUNTRY? the last i checked, the tuition grant comes from taxpayers. which happen to be mostly SINGAPOREANS. what right do the foreigner scum have to receive the grant? they should be paying EVERY SINGLE CENT themselves. gosh, cheapest recognised degree in the world for foreigners. Undergraduate intake for international students are more or less 20%. And they are moving towards reducing international students intake to 15% in the future, in concurrent with another movement to incrementally increase the local intake towards 40% of the cohort. If you are talking about the population of international students at any given time, then it is definitely more than 20%, due to the movement of students globally across universities. There are no dumping grounds in our universities, each faculties have their own industry and merits. But of course, if these faculties don't innovate with the times and keep a close relationship with the industry players, they will be left behind. Your use of the employment rates to determine dumping ground is flawed, there is a difference in the future prospects and individual choices between professional degrees and academic degrees. There will be a percentage of students from these academic degrees moving on to post-graduate programmes to deepen their knowledge and research in their respective fields, some will also move on to NIE or IAL, so they may teach or formulate curriculum at a higher level, beyond primary and secondary. Some international students may apply for MOE tuition grants, in return these students will have to work in a singapore company and contribute to our economy. These students working as foreigners will also be paying higher taxes than locals, which in turn translates into money to spend in national programmes. And providing Education is one of the ways, Singapore build her soft power globally. You may wish to update yourself with what is happening globally, many foreign countries, universities and companies are providing grants, bursaries, scholarships, fellowships to prospective students globally to study in their country, which includes many sinkies whom have benefited from such programmes.",14.653529876558752
